VehID,TimeStep,SpeedProfile
925,36.25,7.935795
925,36.3,7.97606
925,36.35,8.015585
925,36.4,8.05511
925,36.45,8.09896
925,36.5,8.14281
925,36.55,8.19403
925,36.6,8.24525
925,36.65,8.300265
925,36.7,8.35528
925,36.75,8.406215
925,36.8,8.45715
925,36.85,8.498285
925,36.9,8.53942
925,36.95,8.57105
925,37,8.60268
925,37.05,8.62975
925,37.1,8.65682
925,37.15,8.684985
925,37.2,8.71315
925,37.25,8.74525
925,37.3,8.77735
925,37.35,8.81162
925,37.4,8.84589
925,37.45,8.87651
925,37.5,8.90713
925,37.55,8.92654
925,37.6,8.94595
925,37.65,8.94765
925,37.7,8.94935
925,37.75,8.9307
925,37.8,8.91205
925,37.85,8.877235
925,37.9,8.84242
925,37.95,8.803945
925,38,8.76547
925,38.05,8.740595
925,38.1,8.71572
925,38.15,8.71747
925,38.2,8.71922
925,38.25,8.748245
925,38.3,8.77727
925,38.35,8.82207
925,38.4,8.86687
925,38.45,8.91221
925,38.5,8.95755
925,38.55,8.99332
925,38.6,9.02909
925,38.65,9.052985
925,38.7,9.07688
925,38.75,9.091375
925,38.8,9.10587
925,38.85,9.114315
925,38.9,9.12276
925,38.95,9.127615
925,39,9.13247
925,39.05,9.13522
925,39.1,9.13797
925,39.15,9.1395
925,39.2,9.14103
925,39.25,9.141855
925,39.3,9.14268
925,39.35,9.143085
925,39.4,9.14349
925,39.45,9.14362
925,39.5,9.14375
925,39.55,9.14366
925,39.6,9.14357
925,39.65,9.14325
925,39.7,9.14293
925,39.75,9.142295
925,39.8,9.14166
925,39.85,9.14058
925,39.9,9.1395
925,39.95,9.137775
925,40,9.13605
925,40.05,9.1336
925,40.1,9.13115
925,40.15,9.12855
925,40.2,9.12595
925,40.25,9.12492
925,40.3,9.12389
925,40.35,9.12693
925,40.4,9.12997
925,40.45,9.139215
925,40.5,9.14846
925,40.55,9.16471
925,40.6,9.18096
925,40.65,9.202765
925,40.7,9.22457
925,40.75,9.24698
925,40.8,9.26939
925,40.85,9.284405
925,40.9,9.29942
925,40.95,9.3007
925,41,9.30198
925,41.05,9.292345
925,41.1,9.28271
925,41.15,9.2772
925,41.2,9.27169
925,41.25,9.29039
925,41.3,9.30909
925,41.35,9.362925
925,41.4,9.41676
925,41.45,9.500305
925,41.5,9.58385
925,41.55,9.683685
925,41.6,9.78352
925,41.65,9.889225
925,41.7,9.99493
925,41.75,10.10064
925,41.8,10.20635
925,41.85,10.308545
925,41.9,10.41074
925,41.95,10.50706
925,42,10.60338
925,42.05,10.692075
925,42.1,10.78077
925,42.15,10.86038
925,42.2,10.93999
925,42.25,11.0092
